Product name,Brand,GTIN,Ordinary Price,Active Promotion Price,Min Quantity,Total for x items
Kycklinglårfilé,GARANT,"=""7340083498367""",135,N/A,N/A,N/A
Mandelmassa,GARANT,"=""7340083479533""",43.95,N/A,N/A,N/A
"Falafel, Fryst",GARANT,"=""7340083455193""",43.95,N/A,N/A,N/A
Äppeljuice,GARANT,"=""7340083489877""",29.95,N/A,N/A,N/A
Strimlade Soltorkade Tomater,GARANT,"=""7311041067673""",38.95,N/A,N/A,N/A
Turkisk Yoghurt 10%,GARANT,"=""7311041065044""",20.95,N/A,N/A,N/A
"Potatis Amandine I Påse, Klass 1",GARANT,"=""7340083475566""",22.95,N/A,N/A,N/A
Grevé 28%,GARANT,"=""2359772600009""",105,N/A,N/A,N/A
Mat & Bakmargarin 80%,GARANT,"=""7340083448584""",33.95,N/A,N/A,N/A
Taco Kryddmix 3-Pack,GARANT,"=""7340083487972""",26.95,N/A,N/A,N/A
Saltrulle Kokt,GARANT,"=""7340083492181""",20.95,17.5,2,35.0
Salta Pinnar,GARANT,"=""7311041068953""",19.95,N/A,N/A,N/A
Rostbröd,GARANT,"=""7340083481666""",19.95,N/A,N/A,N/A
Mango Currysås,GARANT,"=""7340083485589""",19.95,17.5,2,35.0
"Wokmix Asia, Fryst",GARANT,"=""7340083499920""",24.95,N/A,N/A,N/A
Mascarpone,GARANT,"=""7340083465178""",29.95,N/A,N/A,N/A
Kycklingben Kryddmarinerade,GARANT,"=""2359769500008""",67.95,N/A,N/A,N/A
Vitvinsvinäger,GARANT,"=""7340083467011""",19.95,N/A,N/A,N/A
Marängtoppar,GARANT,"=""7340083446719""",23.95,N/A,N/A,N/A
Dijonsenap,GARANT,"=""7340083486814""",21.95,N/A,N/A,N/A
Ricotta,GARANT,"=""7340083480294""",22.95,N/A,N/A,N/A
Grana Padano Riven 12 Mån,GARANT,"=""7340083426513""",27.95,N/A,N/A,N/A
Oliver Pimiento,GARANT,"=""7340083459269""",21.95,17.5,2,35.0
Florsocker,GARANT,"=""7340083449260""",15.95,N/A,N/A,N/A
Kokosgrädde 22%,GARANT,"=""7340083443473""",17.95,N/A,N/A,N/A
Pasta Tortelloni Al Formaggi,GARANT,"=""7340083430701""",29.95,24.5,2,49.0
Chipotle Bearnaisesås,GARANT,"=""7340083436215""",19.95,17.5,2,35.0
Parmigiano Reggiano 22 Mån,GARANT,"=""7340083476860""",66.95,N/A,N/A,N/A
"Fransk Paj Spenat/Getost, Fryst",GARANT,"=""7340083443015""",28.95,N/A,N/A,N/A
Kycklingköttbullar,GARANT,"=""7340083453892""",34.95,N/A,N/A,N/A
Tonfisk I Vatten 3-Pack,GARANT,"=""7340083479571""",39.95,N/A,N/A,N/A
Marmelad Jordgubb,GARANT,"=""7340083439414""",29.95,25,2,50.0
Kycklingklubbor,GARANT,"=""2359769400001""",56.95,N/A,N/A,N/A
Marmelad Rabarber/Jordgubb,GARANT,"=""7311043000678""",29.95,25,2,50.0
Mandelspån,GARANT,"=""7340083483530""",22.95,19.5,2,39.0
Svarta Bönor,GARANT,"=""7340083446962""",10.95,N/A,N/A,N/A
Halloumiburgare,GARANT,"=""7340083454837""",39.95,N/A,N/A,N/A
Majskolv Förkokt,GARANT,"=""7340007910036""",28.95,N/A,N/A,N/A
Fullkornsgott Osötat Surdeg Lin/Solrosfrö,GARANT,"=""7311041062746""",24.95,N/A,N/A,N/A
Mandelmassa,GARANT,"=""7340083487811""",25.95,N/A,N/A,N/A
Naturell Yoghurt 3%,GARANT,"=""7340083478284""",15.95,N/A,N/A,N/A
Currypasta Röd,GARANT,"=""7340083429422""",18.95,N/A,N/A,N/A
Bakchoklad Ljus,GARANT,"=""7340083495243""",27.95,22.5,2,45.0
Bulgur Grov,GARANT,"=""7340083493386""",17.95,N/A,N/A,N/A
Tranbär Torkade,GARANT,"=""7340083473678""",21.95,N/A,N/A,N/A
Salame Milano,GARANT,"=""7340083428845""",26.95,N/A,N/A,N/A
Kokt Skinka Tunna Skivor,GARANT,"=""7340083405815""",24.95,N/A,N/A,N/A
Spaghetti Glutenfri,GARANT,"=""7340083454332""",15.95,N/A,N/A,N/A
Marmelad Apelsin,GARANT,"=""7340083435355""",29.95,25,2,50.0
Bran Flakes,GARANT,"=""7340083475665""",29.95,N/A,N/A,N/A
Hushållsost 17%,GARANT,"=""2359751400002""",99.95,N/A,N/A,N/A
Matlagningsvin Rött,GARANT,"=""7340083469121""",33.95,N/A,N/A,N/A
Vitkål Strimlad Klass 1,GARANT,"=""7340083470332""",15.95,N/A,N/A,N/A
Potatis Delikatess Klass 1,GARANT,"=""7340083475634""",14.95,N/A,N/A,N/A
"Ananas, Fryst",GARANT,"=""7311043002320""",17.95,N/A,N/A,N/A
Kidneybönor,GARANT,"=""7340083482434""",10.95,N/A,N/A,N/A
Bacon Tärnad,GARANT,"=""7311043001354""",16.95,N/A,N/A,N/A
Brioche Bagel Sesam,GARANT,"=""7311043004010""",35.95,29.95,1,29.95
Syltlök,GARANT,"=""7340083479854""",24.95,N/A,N/A,N/A
Mörk Choklad Havssalt,GARANT,"=""7340083443619""",22.95,N/A,N/A,N/A
Pressad Lime,GARANT,"=""7340083444630""",9.5,7.5,2,15.0
Finkornig Rom Röd,GARANT,"=""7340083490934""",25.95,N/A,N/A,N/A
Pannkakor,GARANT,"=""7340083450419""",27.95,N/A,N/A,N/A
Vita Bönor I Tomatsås,GARANT,"=""7340083404788""",9.95,N/A,N/A,N/A
Mango Chutney Sweet,GARANT,"=""7340083433603""",26.95,N/A,N/A,N/A
"Grönkålsbiff Vaxböna Veg, Fryst",GARANT,"=""7340083474453""",41.95,N/A,N/A,N/A
Majonnäs,GARANT,"=""7340083479663""",21.95,N/A,N/A,N/A
Mörk Choklad Cacao 85%,GARANT,"=""7340083470752""",22.95,N/A,N/A,N/A
Remouladsås,GARANT,"=""7340083486609""",18.95,N/A,N/A,N/A
Pinjenötskärnor,GARANT,"=""7340083456237""",28.95,N/A,N/A,N/A
"Mild Yoghurt Naturell 0,5%",GARANT,"=""7340083478277""",15.95,N/A,N/A,N/A
Marmelad Hallon,GARANT,"=""7340083449352""",29.95,25,2,50.0
Rågbröd Danskt,GARANT,"=""7340083479496""",19.95,N/A,N/A,N/A
Grötris,GARANT,"=""7340083444722""",32.95,N/A,N/A,N/A
Oliver Vitlök,GARANT,"=""7340083459252""",21.95,17.5,2,35.0
Te Mango/Jordgubb,GARANT,"=""7340083490293""",13.95,N/A,N/A,N/A
Grillkorv Ost & Bacon,GARANT,"=""7340083497865""",24.95,N/A,N/A,N/A
Brännvinsost 31%,GARANT,"=""2359749500004""",125,N/A,N/A,N/A
"Lättmjölk 0,5% Laktosfri",GARANT,"=""7311043002184""",20.95,N/A,N/A,N/A
"Passionsfrukt, Fryst",GARANT,"=""7340083468971""",26.95,N/A,N/A,N/A
Leverpastej Original Bredbar,GARANT,"=""7340083492129""",12.95,N/A,N/A,N/A
Kålmix Rödkål/Grönkål,GARANT,"=""7340083470493""",24.95,N/A,N/A,N/A
Filmjölk Naturell 3% Laktosfri,GARANT,"=""7340083435959""",21.95,N/A,N/A,N/A
Nyponsoppa,GARANT,"=""7340083407567""",14.5,N/A,N/A,N/A
"Mango/Hallon/Persika, Fryst",GARANT,"=""7340083471919""",19.95,N/A,N/A,N/A
"Granatäpple, Fryst",GARANT,"=""7340083463594""",19.95,N/A,N/A,N/A
Grötkopp Äpple & Kanel,GARANT,"=""7340083488344""",15.95,12.5,2,25.0
Äppelmos,GARANT,"=""7340083479021""",25.95,N/A,N/A,N/A
Färsk Pasta Tagliolini,GARANT,"=""7340083430640""",18.95,16,2,32.0
Orientaliskt Rågbröd,GARANT,"=""7340083492464""",9.95,9,3,27.0
Brioche Mini Bun 10-Pack,GARANT,"=""7340083481024""",35.95,29.95,1,29.95
"Sugar Snaps, Fryst",GARANT,"=""7311041064511""",22.95,N/A,N/A,N/A
"Skaldjursmix, Fryst",GARANT,"=""7340083482519""",62.95,N/A,N/A,N/A
Bulgur Fin,GARANT,"=""7340083493379""",17.95,N/A,N/A,N/A
Chipotlesalami,GARANT,"=""7340083483752""",20.95,17.5,2,35.0
Hallonsylt Squeeze,GARANT,"=""7311043002313""",39.95,N/A,N/A,N/A
Ägg Bruna Frigående Innomhus 10-Pack,GARANT,"=""7311041064337""",34.95,N/A,N/A,N/A
"Smördeg, Fryst",GARANT,"=""7340083430831""",23.95,N/A,N/A,N/A
"Jordgubbar, Fryst",GARANT,"=""7311041060322""",14.5,N/A,N/A,N/A
Pepparsås,GARANT,"=""7340083441004""",19.95,17.5,2,35.0
Bearnaisesås,GARANT,"=""7340083441059""",34.95,N/A,N/A,N/A
Frisé/Machesallad,GARANT,"=""7340083482175""",28.95,N/A,N/A,N/A
Präst 31%,GARANT,"=""2359749300000""",125,N/A,N/A,N/A
Tagliatelle Äggpasta,GARANT,"=""7340083468643""",21.95,N/A,N/A,N/A
Raw Slaw,GARANT,"=""7340083484537""",21.95,N/A,N/A,N/A
Snabbkaffe Mellanrost Refill,GARANT,"=""7340083409738""",56.95,N/A,N/A,N/A
Rågkaka 30-Pack,GARANT,"=""7340083494642""",29.95,N/A,N/A,N/A
Varmkorv,GARANT,"=""7340083444357""",62.95,N/A,N/A,N/A
Pulled Beef,GARANT,"=""7340083437571""",84.95,N/A,N/A,N/A
Herrgård 17%,GARANT,"=""2359773100003""",105,N/A,N/A,N/A
Rostbiff Naturell,GARANT,"=""7340083494789""",31.95,N/A,N/A,N/A
Kapris,GARANT,"=""7340083463747""",23.95,N/A,N/A,N/A
Chips Salta,GARANT,"=""7340083438677""",19.95,N/A,N/A,N/A
"Pizza Mozzarella/Pesto, Fryst",GARANT,"=""7340083455162""",29.95,N/A,N/A,N/A
Pizza Margherita,GARANT,"=""7340083471667""",46.95,N/A,N/A,N/A
Bratwurst,GARANT,"=""7340083474323""",29.95,N/A,N/A,N/A
Sojadryck Osötad,GARANT,"=""7311041068182""",18.95,17,2,34.0
Halloumi,GARANT,"=""7340083485343""",129,N/A,N/A,N/A
"Björnbär, Fryst",GARANT,"=""7340083478314""",19.95,N/A,N/A,N/A
Linskakor Gräddfil & Lök,GARANT,"=""7340083498886""",21.95,N/A,N/A,N/A
Herrgård 28%,GARANT,"=""2359749200003""",125,N/A,N/A,N/A
Mandelsmör,GARANT,"=""7340083482014""",43.95,N/A,N/A,N/A
Långkornigt Ris Boil-In-Bag,GARANT,"=""7340083496011""",32.95,27.5,2,55.0
"Tikka Masala Veggie Bowl, Fryst",GARANT,"=""7340083482755""",39.95,N/A,N/A,N/A
"Persilja Blad I Kruka, Klass 1 EKO",GARANT,"=""7340083470196""",22.95,17.95,1,17.95
Tonfisk I Solrosolja 3-Pack,GARANT,"=""7340083479564""",39.95,N/A,N/A,N/A
Kycklingbröstfilé Strimlad,GARANT,"=""7340083452093""",51.95,N/A,N/A,N/A
Grevé 28%,GARANT,"=""2359749400007""",125,N/A,N/A,N/A
"Gräslök, Fryst",GARANT,"=""7340083490514""",10.95,N/A,N/A,N/A
Serranoskinka 11 Mån,GARANT,"=""7340083404542""",32.95,N/A,N/A,N/A
Grötkopp Bär,GARANT,"=""7340083488351""",15.95,12.5,2,25.0
Gräddis Familjefavoriter 31%,ARLA,"=""2340398000007""",92.95,N/A,N/A,N/A
Byxblöjor 16-26kg,MINSTINGEN,"=""7340083492716""",89.95,N/A,N/A,N/A
Kycklingfilé Minutstrimlad,KRONFÅGEL,"=""2332812100004""",155,N/A,N/A,N/A
"Hamburgare 8-Pack, Fryst",PRIME PATROL,"=""7340083460852""",66.95,N/A,N/A,N/A
"Glass Daimstrut Mini 6-Pack, Fryst",GB GLACE,"=""8722700020868""",51.95,N/A,N/A,N/A
Skogaholmslimpa Skivad,SKOGAHOLM,"=""7312200010110""",28.5,N/A,N/A,N/A
Hamburgerbröd 8-Pack,KORVBRÖDSBAGARN,"=""7311379536278""",31.95,N/A,N/A,N/A
Byxblöjor 12-18kg,MINSTINGEN,"=""7340083492723""",89.95,N/A,N/A,N/A
JätteFranska,PÅGEN,"=""7311070008463""",32.95,N/A,N/A,N/A
LantGoda Surdegsbröd,PÅGEN,"=""7311070008494""",34.95,N/A,N/A,N/A
Risgröt,FELIX,"=""7310090755692""",14.5,N/A,N/A,N/A
"Räkor Skalade, Fryst",OMEGA,"=""7340083400193""",59.95,N/A,N/A,N/A
Rökt Kalkon,PÄRSONS,"=""7330797088954""",37.95,N/A,N/A,N/A
Nutella Nötcreme,FERRERO,"=""59032823""",47.95,N/A,N/A,N/A
Färskost Original,PHILADELPHIA,"=""7310700443698""",32.95,N/A,N/A,N/A
Juice Äpple,GOD MORGON,"=""7310865074225""",23.95,19.95,1,19.95
Sarek 8-Pack,POLARBRÖD,"=""7311800640109""",23.5,N/A,N/A,N/A
"Dagens Pasta Alfredo, Fryst",FINDUS,"=""7310500000404""",37.95,29.67,3,89.01
Guldkorn,PÅGEN,"=""7311070330328""",25.95,19.95,1,19.95
Potatisgratäng,PEKA,"=""8711118016020""",68.95,N/A,N/A,N/A
Österrikisk Gulaschsoppa,FELIX,"=""7310240064377""",43.95,N/A,N/A,N/A
Knäckebröd Falu Råg-Rut,WASA,"=""7300400114813""",21.95,N/A,N/A,N/A
Vitost Hel Bit 20%,APETINA,"=""5711953056710""",20.95,N/A,N/A,N/A
Tvättlappar Torra,ELDORADO,"=""7340083486340""",35.95,N/A,N/A,N/A
Rågkaka 30-Pack,POLARBRÖD,"=""7311800009357""",34.95,N/A,N/A,N/A
Kycklinglårfilé,ELDORADO,"=""7340083471230""",99.95,N/A,N/A,N/A
"Mango, Fryst",ELDORADO,"=""7340083457050""",25.95,N/A,N/A,N/A
Crème Fraiche 32%,ARLA,"=""7310865003775""",34.5,N/A,N/A,N/A
Apelsinjuice,BRAVO,"=""7310867561006""",45.95,N/A,N/A,N/A
Levain,PÅGEN,"=""7311070008159""",39.95,N/A,N/A,N/A
Potatisgratäng,PEKA,"=""8711118013593""",27.95,N/A,N/A,N/A
Blandsaft Jordgubb,BOB,"=""7310090348139""",34.95,N/A,N/A,N/A
Keso Cottage Cheese 4%,KESO,"=""7310865008060""",30.95,N/A,N/A,N/A
Jasminris,ELDORADO,"=""7340083435232""",40.95,N/A,N/A,N/A
Grillchips,ESTRELLA,"=""7310532106495""",29.95,N/A,N/A,N/A
Hamburgerbröd Frisco,KORVBRÖDSBAGARN,"=""7311379536292""",24.95,N/A,N/A,N/A
Kycklingfilé,KRONFÅGEL,"=""2332804000008""",159,N/A,N/A,N/A
Mat & Bak Växtbaserat Margarin,MILDA,"=""8719200258648""",37.5,N/A,N/A,N/A
Makrill Tomatsås 3-Pack,ELDORADO,"=""7340083428869""",39.95,N/A,N/A,N/A
"Torskfilé, Fryst",OMEGA,"=""7611612800143""",56.95,N/A,N/A,N/A
"Filmjölk 3,0%",ARLA KO,"=""7310865097248""",19.5,N/A,N/A,N/A
Cheez Ballz,OLW,"=""7340005403349""",31.95,24.5,2,49.0
"Kebab, Fryst",ELDORADO,"=""7340083498497""",84.95,N/A,N/A,N/A
Touch Of Taste Kalvfond,BONG,"=""7322550052715""",34.95,N/A,N/A,N/A
Kaviar Original,KALLES,"=""7350126084174""",33.95,N/A,N/A,N/A
"Blåbär Odlade, Fryst",ELDORADO,"=""7340083497780""",34.95,N/A,N/A,N/A
Margarin Original Växtbaserat,LÄTTA,"=""8719200257375""",24.95,N/A,N/A,N/A
"Hamburgare 16-Pack, Fryst",ELDORADO,"=""7340083460869""",129,N/A,N/A,N/A
Gouda Familjefavoriter 28%,ARLA,"=""2340379500007""",92.95,N/A,N/A,N/A
"Pommes Frites, Fryst",ELDORADO,"=""7311041058558""",44.95,N/A,N/A,N/A
Gott & Blandat Original,MALACO,"=""7310350106844""",20.95,16,2,32.0
"Jordgubbar, Fryst",ELDORADO,"=""7311041048634""",33.95,N/A,N/A,N/A
Salta Jordnötter,OLW,"=""7300400293501""",25.95,N/A,N/A,N/A
Chips Lättsaltade,ESTRELLA,"=""7310532106532""",29.95,N/A,N/A,N/A
Chips Ranch & Sourcream,ESTRELLA,"=""7310532106600""",29.95,N/A,N/A,N/A
Rapsolja 2L,ELDORADO,"=""7340083434686""",60.95,N/A,N/A,N/A
"Glass Sandwich Original 6-Pack, Fryst",GB GLACE,"=""8722700132523""",51.95,N/A,N/A,N/A
Mozzarella,FRESCA D´ORO,"=""7611612160841""",12.95,N/A,N/A,N/A
Fusilli,MONTE CASTELLO,"=""7611612150729""",10.95,N/A,N/A,N/A
Havregryn,AXA,"=""7310130321085""",28.95,N/A,N/A,N/A
Präst 31%,ARLA KO,"=""2340415200007""",119,109,1,109
Kycklingfärs,KRONFÅGEL,"=""7300327689005""",49.95,N/A,N/A,N/A
Byxblöjor 8-14kg,MINSTINGEN,"=""7340083492709""",89.95,N/A,N/A,N/A
Tuggummi White Sweet Mint,WRIGLEY'S,"=""4009900484220""",39.95,29.95,1,29.95
Rapsolja,ELDORADO,"=""7340083477089""",32.95,N/A,N/A,N/A
Kallrökt Lax Skivad,FALKENBERG,"=""7340083486272""",59.95,N/A,N/A,N/A
Granola Hasselnötter/Dadlar,PAULÚNS,"=""7310240001761""",48.95,N/A,N/A,N/A
Potatisgratäng,GARANT,"=""7340083482557""",24.95,N/A,N/A,N/A
"Ärtskott Babyspenat, Klass 1",GARANT,"=""7340083465598""",20.95,N/A,N/A,N/A
"Vegofärs Formbar, Fryst",GARANT,"=""7340083478536""",64.95,N/A,N/A,N/A
Pasta Tortelloni Arrabbiata,GARANT,"=""7340083453441""",29.95,24.5,2,49.0
Paranötter,GARANT,"=""7340083468995""",39.95,N/A,N/A,N/A
"Isberg Frisé, Klass 1",GARANT,"=""7340083465611""",17.95,N/A,N/A,N/A
Juice Äpple/Ananas/Kiwi/Lime,GARANT,"=""7311043000401""",29.95,N/A,N/A,N/A
Mörkt Fröbröd Med Protein,GARANT,"=""7340083496301""",27.95,N/A,N/A,N/A
"Fiskgratäng Räkor/Dill, Fryst",GARANT,"=""7311041068915""",31.5,N/A,N/A,N/A
Chokladsnittar,GARANT,"=""7340083491993""",19.95,17.5,2,35.0
Fullkornsris,GARANT,"=""7340083451454""",41.95,N/A,N/A,N/A
Pizza Capricciosa,GARANT,"=""7340083471650""",46.95,N/A,N/A,N/A
Chips Räfflade Saltade,GARANT,"=""7340083462887""",19.95,N/A,N/A,N/A
Prosciutto Crudo,GARANT,"=""7340083427930""",115,N/A,N/A,N/A
"Smoothiemix Gul, Fryst",GARANT,"=""7340083464188""",30.95,N/A,N/A,N/A
"Hallon/Blåbär, Fryst",GARANT,"=""7311041060285""",26.95,N/A,N/A,N/A
Couscous Fullkorn,GARANT,"=""7311043000975""",34.95,N/A,N/A,N/A
Pizzadeg,GARANT,"=""7340083481123""",20.95,N/A,N/A,N/A
Caviar Röd Stenbitsrom,GARANT,"=""7311041067864""",64.95,N/A,N/A,N/A
Pistagenötter Rostade Saltade,GARANT,"=""7340083469060""",26.5,N/A,N/A,N/A
"Ishavsräkor Med Skal 70/90, Fryst",GARANT,"=""7340083485930""",109,N/A,N/A,N/A
Salladskit Japanska Smaker,GARANT,"=""7311043003105""",39.95,N/A,N/A,N/A
Tångcaviar Röd,GARANT,"=""7340083490590""",20.95,N/A,N/A,N/A
Gelé Svarta Vinbär,GARANT,"=""7340083433863""",16.95,N/A,N/A,N/A
Makaroner Glutenfri,GARANT,"=""7340083454370""",15.95,N/A,N/A,N/A
Mandel Hackad,GARANT,"=""7340083483554""",15.95,12.5,2,25.0
Valnötter,GARANT,"=""7311041072073""",27.95,N/A,N/A,N/A
Halkidiki Oliver Utan Kärnor,GARANT,"=""7340083469190""",36.95,N/A,N/A,N/A
Blåbärssoppa,GARANT,"=""7340083407550""",17.95,N/A,N/A,N/A
Pizza Pepperoni,GARANT,"=""7340083471674""",46.95,N/A,N/A,N/A
Kebabsås Röd,GARANT,"=""7311043000951""",23.5,21,2,42.0
Apelsinjuice Utan Fruktkött,GARANT,"=""7340083489853""",34.95,N/A,N/A,N/A
Mörk Choklad Hallon,GARANT,"=""7340083450891""",22.95,N/A,N/A,N/A
Gurka Finhackad,GARANT,"=""7340083405075""",26.95,N/A,N/A,N/A
Snabbmakaroner,GARANT,"=""7340083478086""",19.95,N/A,N/A,N/A
Havregryn Fiber,GARANT,"=""7340083480638""",25.95,N/A,N/A,N/A
Hamburgare Av Högrev,GARANT,"=""7340045507663""",59.95,N/A,N/A,N/A
Chips Sourcream Onion,GARANT,"=""7340083450037""",19.95,N/A,N/A,N/A
Parmigiano Reggiano 22 Mån,GARANT,"=""2359762000000""",309,N/A,N/A,N/A
Pekannötter,GARANT,"=""7340083494284""",42.95,N/A,N/A,N/A
Räkor I Lake Svenska,GARANT,"=""7340083482304""",54.95,N/A,N/A,N/A
Granola Nötter/Bär,GARANT,"=""7340083472305""",54.95,N/A,N/A,N/A
Rostbröd Extra Smakrikt Med Vallmofrö,GARANT,"=""7311041062722""",24.95,N/A,N/A,N/A
"Yoghurt Naturell 1,5% Laktosfri",GARANT,"=""7340083435942""",20.95,N/A,N/A,N/A
Rökta Ribs Av Kamben,GARANT,"=""7340083451652""",64.95,N/A,N/A,N/A
Fullkornsris,GARANT,"=""7340083482113""",64.95,N/A,N/A,N/A
Bakchoklad Vit,GARANT,"=""7340083495250""",15.95,N/A,N/A,N/A
Gröna Oliver Chili,GARANT,"=""7340083459276""",21.95,17.5,2,35.0
Grillkorv,GARANT,"=""7340083430077""",69.95,N/A,N/A,N/A
Sambal Oelek,GARANT,"=""7311043002146""",22.95,N/A,N/A,N/A
Babyspenat,GARANT,"=""7340083465543""",15.95,N/A,N/A,N/A
Mikropopcorn,GARANT,"=""7340083499814""",19.95,N/A,N/A,N/A
Salladskit Asiatiska Smaker,GARANT,"=""7311043003082""",39.95,N/A,N/A,N/A
Vitmögelost,GARANT,"=""7340083491863""",62.95,N/A,N/A,N/A
Syltkakor,GARANT,"=""7340083448171""",19.95,17.5,2,35.0
Smoothie Banan/Mango/Passionsfrukt,GARANT,"=""7340083480157""",34.95,N/A,N/A,N/A
Smoothie Jordgubb/Banan,GARANT,"=""7340083480164""",34.95,N/A,N/A,N/A
Briochebröd Skivat,GARANT,"=""7340083478932""",39.95,N/A,N/A,N/A
Digestivekex,GARANT,"=""7340083470790""",14.95,N/A,N/A,N/A
"Sötpotatis Klyftor, Fryst",GARANT,"=""7340083493799""",36.95,N/A,N/A,N/A
Linguine,GARANT,"=""7311043001606""",31.95,N/A,N/A,N/A
Körsbärstomater,GARANT,"=""7340083480997""",17.95,N/A,N/A,N/A
"Tarte Aux Fromages Ostpaj, Fryst",GARANT,"=""7340083405679""",28.95,N/A,N/A,N/A
Hasselnötter Rostade,GARANT,"=""7340083462856""",33.95,N/A,N/A,N/A
Mörk Choklad Mint,GARANT,"=""7340083462931""",22.95,N/A,N/A,N/A
Hollandaisesås,GARANT,"=""7340083440960""",18.95,17.5,2,35.0
"Croissant 6-Pack, Fryst",GARANT,"=""7311043000845""",32.95,N/A,N/A,N/A
Hjortronsylt,GARANT,"=""7340083487002""",69.95,N/A,N/A,N/A
"Rödbeta/Röd Mangold, Klass 1",GARANT,"=""7340083465635""",20.95,N/A,N/A,N/A
Mannagryn,GARANT,"=""7311041059425""",9.5,N/A,N/A,N/A
Jordgubbssylt 52% Bär Lättsockrad,GARANT,"=""7340083488771""",27.95,N/A,N/A,N/A
Sirap Ljus,GARANT,"=""7340083466113""",17.95,N/A,N/A,N/A
Juice Äpple/Vindruva/Körsbär/Jordgubb,GARANT,"=""7311043000418""",29.95,N/A,N/A,N/A
Tonfisk I Vatten,GARANT,"=""7340083496073""",21.95,N/A,N/A,N/A
Potatismjöl,GARANT,"=""7340083401923""",14.95,N/A,N/A,N/A
"Bladspenat, Fryst",GARANT,"=""7340083401930""",19.95,N/A,N/A,N/A
Te Rabarber/Vanilj,GARANT,"=""7311041059692""",13.95,N/A,N/A,N/A
Marängbotten,GARANT,"=""7340083446726""",32.95,29.95,1,29.95
Grana Padano,GARANT,"=""2359727700006""",249,N/A,N/A,N/A
Grana Padano,GARANT,"=""2359727600009""",259,N/A,N/A,N/A
Pasta Capellini,GARANT,"=""7340083495069""",23.95,N/A,N/A,N/A
Kronärtskocka Inlagd Carciofi Alla Romana,GARANT,"=""7311041062470""",38.95,N/A,N/A,N/A
Pancetta,GARANT,"=""7340083487323""",67.95,N/A,N/A,N/A
Marmelad Fikon,GARANT,"=""7340083439674""",29.95,25,2,50.0
Hamburgergurka,GARANT,"=""7340083479878""",32.95,N/A,N/A,N/A
Chitarra,GARANT,"=""7311043003532""",18.95,16,2,32.0
Salladskit Libanesiska Smaker,GARANT,"=""7311043003099""",39.95,N/A,N/A,N/A
Müsli Glutenfri,GARANT,"=""7340083466090""",42.95,N/A,N/A,N/A
Prosciutto Di Parma,GARANT,"=""7340083427947""",44.95,N/A,N/A,N/A
"Körsbär, Fryst",GARANT,"=""7311041071861""",19.95,N/A,N/A,N/A
Kryddmix Taco Stark,GARANT,"=""7340083487989""",9.95,8,2,16.0
Flingor Chunchy Naturell,GARANT,"=""7311041062388""",36.95,N/A,N/A,N/A
Pastasås Ost,GARANT,"=""7340083443299""",21.95,N/A,N/A,N/A
Lasagneplattor Fullkorn,GARANT,"=""7340083495090""",25.95,N/A,N/A,N/A
Marmelad Apelsin/Ingefära,GARANT,"=""7311043000661""",29.95,25,2,50.0
Bondkakor,GARANT,"=""7340083400995""",19.95,17.5,2,35.0
Blåbärssylt,GARANT,"=""7340083486777""",31.95,N/A,N/A,N/A
Levainrost,GARANT,"=""7311043004522""",24.95,N/A,N/A,N/A
Salame Ventricina,GARANT,"=""7340083427985""",26.95,N/A,N/A,N/A
"Vaniljyoghurt 1,3% Laktosfri",GARANT,"=""7340083435935""",22.5,N/A,N/A,N/A
Prinskorv,GARANT,"=""7340083450440""",74.95,N/A,N/A,N/A
Majskycklingfilé,GARANT,"=""2307983900005""",169,N/A,N/A,N/A
Hamburgerdressing,GARANT,"=""7311043000937""",23.5,21,2,42.0
Snabbitsocker,GARANT,"=""7311041063354""",26.95,N/A,N/A,N/A
Granola Jordgubb/Äpple,GARANT,"=""7340083472336""",43.95,N/A,N/A,N/A
Färsk Pasta Fettucine Spinaci,GARANT,"=""7340083430633""",18.95,16,2,32.0
Lasagne,GARANT,"=""7340083468629""",23.95,N/A,N/A,N/A
Rågbröd Solros/Pumpa 6-Pack,GARANT,"=""7340083479519""",19.95,N/A,N/A,N/A
Raps&Smörolja,GARANT,"=""7340083458064""",23.95,N/A,N/A,N/A
"Oregano I Kruka, Klass 1 EKO",GARANT,"=""7340083470127""",22.95,17.95,1,17.95
"Provancale Grönsaker Paj, Fryst",GARANT,"=""7340083405686""",28.95,N/A,N/A,N/A
Mörk Choklad Tranbär,GARANT,"=""7340083450907""",22.95,N/A,N/A,N/A
Parmigiano Flakes,GARANT,"=""7340083489761""",29.95,N/A,N/A,N/A
Tagliatelle Fullkorn,GARANT,"=""7340083495038""",22.95,N/A,N/A,N/A
Micropopcorn Salt 3-Pack,GARANT,"=""7340083471209""",19.95,N/A,N/A,N/A
"Bazar Hotpot Veggie Bowl, Fryst",GARANT,"=""7340083482762""",39.95,N/A,N/A,N/A
Chorizokorv Färsk,GARANT,"=""7340045507557""",43.95,N/A,N/A,N/A
Chips Grill,GARANT,"=""7340083438691""",19.95,N/A,N/A,N/A
"Pizza Prosciutto, Fryst",GARANT,"=""7340083455155""",29.95,N/A,N/A,N/A
Fullkornspasta Fusilli,GARANT,"=""7340083495007""",15.95,N/A,N/A,N/A
"Majskolvar Halv, Fryst",GARANT,"=""7340083405112""",19.95,N/A,N/A,N/A
Makaroner,GARANT,"=""7340083478079""",24.95,N/A,N/A,N/A
